Timestamp,ShipmentID,PowerDraw_kW,Vibration_mm_s,CompressorCycles_per_hr,Failure_Likely
2023-01-07 07:00:00,S1003,4.39,0.5,9.01,False
2023-01-07 07:15:00,S1003,4.56,0.57,9.58,False
2023-01-07 07:30:00,S1003,4.36,0.41,8.83,False
2023-01-07 07:45:00,S1003,4.3,0.61,8.99,False
2023-01-07 08:00:00,S1003,4.5,0.43,8.39,False
2023-01-07 08:15:00,S1003,4.81,0.6,9.71,False
2023-01-07 08:30:00,S1003,4.28,0.48,9.44,False
2023-01-07 08:45:00,S1003,4.55,0.41,11.28,False
2023-01-07 09:00:00,S1003,4.73,0.38,11.66,False
2023-01-07 09:15:00,S1003,4.55,0.39,9.46,False
2023-01-07 09:30:00,S1003,4.75,0.43,9.67,False
2023-01-07 09:45:00,S1003,4.63,0.6,10.43,False
2023-01-07 10:00:00,S1003,4.35,0.57,9.98,False
2023-01-07 10:15:00,S1003,4.07,0.45,10.97,False
2023-01-07 10:30:00,S1003,4.63,0.47,9.49,False
2023-01-07 10:45:00,S1003,4.42,0.62,8.68,False
2023-01-07 11:00:00,S1003,4.64,0.5,8.44,False
2023-01-07 11:15:00,S1003,4.47,0.4,9.59,False
2023-01-07 11:30:00,S1003,4.5,0.48,11.97,False
2023-01-07 11:45:00,S1003,4.27,0.45,9.06,False
2023-01-07 12:00:00,S1003,4.49,0.4,11.38,False
2023-01-07 12:15:00,S1003,4.13,0.57,9.48,False
2023-01-07 12:30:00,S1003,4.53,0.51,8.77,False
2023-01-07 12:45:00,S1003,4.58,0.57,10.13,False
2023-01-07 13:00:00,S1003,4.45,0.35,9.25,False
2023-01-07 13:15:00,S1003,4.39,0.6,11.17,False
2023-01-07 13:30:00,S1003,4.61,0.44,10.32,False
2023-01-07 13:45:00,S1003,4.78,0.66,11.49,False
2023-01-07 14:00:00,S1003,4.99,0.42,9.61,False
2023-01-07 14:15:00,S1003,4.2,0.59,10.68,False
2023-01-07 14:30:00,S1003,4.63,0.59,9.45,False
2023-01-07 14:45:00,S1003,4.77,0.48,9.86,False
2023-01-07 15:00:00,S1003,4.6,0.4,12.24,False
2023-01-07 15:15:00,S1003,4.61,0.5,11.21,False
2023-01-07 15:30:00,S1003,4.4,0.59,10.08,False
2023-01-07 15:45:00,S1003,4.47,0.52,10.98,False
2023-01-07 16:00:00,S1003,4.64,0.51,12.25,False
2023-01-07 16:15:00,S1003,4.57,0.53,8.97,False
2023-01-07 16:30:00,S1003,4.69,0.52,9.12,False
2023-01-07 16:45:00,S1003,4.63,0.31,7.89,False
2023-01-07 17:00:00,S1003,4.52,0.61,10.24,False
2023-01-07 17:15:00,S1003,4.67,0.38,9.45,False
2023-01-07 17:30:00,S1003,4.15,0.58,11.42,False
2023-01-07 17:45:00,S1003,4.91,0.49,12.36,False
2023-01-07 18:00:00,S1003,4.42,0.45,9.06,False
2023-01-07 18:15:00,S1003,4.57,0.47,9.59,False
2023-01-07 18:30:00,S1003,4.64,0.61,8.59,False
2023-01-07 18:45:00,S1003,4.75,0.6,9.63,False
2023-01-07 19:00:00,S1003,4.76,0.53,11.29,False
2023-01-07 19:15:00,S1003,4.56,0.55,9.8,False
2023-01-07 19:30:00,S1003,4.71,0.75,11.47,False
2023-01-07 19:45:00,S1003,4.31,0.39,10.39,False
2023-01-07 20:00:00,S1003,4.37,0.35,9.75,False
2023-01-07 20:15:00,S1003,4.52,0.38,10.04,False
2023-01-07 20:30:00,S1003,4.28,0.59,9.37,False
2023-01-07 20:45:00,S1003,4.7,0.34,10.13,False
2023-01-07 21:00:00,S1003,4.39,0.54,10.38,False
2023-01-07 21:15:00,S1003,4.64,0.59,9.19,False
2023-01-07 21:30:00,S1003,4.39,0.36,9.89,False
2023-01-07 21:45:00,S1003,4.61,0.44,6.83,False
2023-01-07 22:00:00,S1003,4.19,0.55,11.44,False
2023-01-07 22:15:00,S1003,4.3,0.64,9.5,False
2023-01-07 22:30:00,S1003,4.74,0.43,9.13,False
2023-01-07 22:45:00,S1003,4.83,0.56,10.93,False
2023-01-07 23:00:00,S1003,4.46,0.47,10.7,False
2023-01-07 23:15:00,S1003,4.42,0.49,11.91,False
2023-01-07 23:30:00,S1003,4.48,0.38,9.12,False
2023-01-07 23:45:00,S1003,4.4,0.4,7.89,False
2023-01-08 00:00:00,S1003,4.38,0.58,8.92,False
2023-01-08 00:15:00,S1003,4.5,0.33,9.78,False
2023-01-08 00:30:00,S1003,4.59,0.56,9.66,False
2023-01-08 00:45:00,S1003,4.26,0.35,10.46,False
2023-01-08 01:00:00,S1003,4.63,0.67,10.76,False
2023-01-08 01:15:00,S1003,4.56,0.39,8.52,False
2023-01-08 01:30:00,S1003,4.28,0.37,11.46,False
2023-01-08 01:45:00,S1003,4.56,0.45,9.31,False
2023-01-08 02:00:00,S1003,4.49,0.38,9.73,False
2023-01-08 02:15:00,S1003,4.7,0.55,11.92,False
2023-01-08 02:30:00,S1003,4.7,0.57,8.29,False
2023-01-08 02:45:00,S1003,4.61,0.43,10.43,False
2023-01-08 03:00:00,S1003,4.45,0.6,9.53,False
2023-01-08 03:15:00,S1003,4.59,0.57,11.1,False
2023-01-08 03:30:00,S1003,4.64,0.36,10.17,False
2023-01-08 03:45:00,S1003,4.72,0.41,9.23,False
2023-01-08 04:00:00,S1003,4.68,0.45,9.73,False
2023-01-08 04:15:00,S1003,4.77,0.64,7.75,False
2023-01-08 04:30:00,S1003,4.29,0.49,10.8,False
2023-01-08 04:45:00,S1003,4.43,0.64,9.91,False
2023-01-08 05:00:00,S1003,4.37,0.37,9.11,False
2023-01-08 05:15:00,S1003,4.42,0.4,11.24,False
2023-01-08 05:30:00,S1003,4.23,0.35,10.09,False
2023-01-08 05:45:00,S1003,4.29,0.48,8.97,False
2023-01-08 06:00:00,S1003,4.75,0.32,11.03,False
2023-01-08 06:15:00,S1003,4.43,0.45,10.12,False
2023-01-08 06:30:00,S1003,4.33,0.35,9.18,False
2023-01-08 06:45:00,S1003,4.39,0.43,9.2,False
2023-01-08 07:00:00,S1003,4.35,0.52,9.02,False
2023-01-08 07:15:00,S1003,4.66,0.42,10.13,False
2023-01-08 07:30:00,S1003,4.43,0.65,9.08,False
2023-01-08 07:45:00,S1003,4.45,0.49,9.1,False
2023-01-08 08:00:00,S1003,4.57,0.54,10.85,False
2023-01-08 08:15:00,S1003,4.4,0.41,9.66,False
2023-01-08 08:30:00,S1003,4.6,0.51,8.64,False
2023-01-08 08:45:00,S1003,4.46,0.54,8.1,False
2023-01-08 09:00:00,S1003,4.42,0.45,10.62,False
2023-01-08 09:15:00,S1003,4.09,0.6,9.38,False
2023-01-08 09:30:00,S1003,4.47,0.59,9.02,False
2023-01-08 09:45:00,S1003,4.7,0.4,10.87,False
2023-01-08 10:00:00,S1003,4.47,0.54,9.14,False
2023-01-08 10:15:00,S1003,4.24,0.44,10.19,False
2023-01-08 10:30:00,S1003,4.7,0.58,9.58,False
2023-01-08 10:45:00,S1003,4.47,0.47,10.55,False
2023-01-08 11:00:00,S1003,4.51,0.57,10.37,False
2023-01-08 11:15:00,S1003,4.55,0.51,11.59,False
2023-01-08 11:30:00,S1003,4.26,0.44,8.64,False
2023-01-08 11:45:00,S1003,4.96,0.49,9.22,False
2023-01-08 12:00:00,S1003,4.29,0.54,9.28,False
2023-01-08 12:15:00,S1003,4.33,0.53,8.9,False
2023-01-08 12:30:00,S1003,4.36,0.49,10.57,False
2023-01-08 12:45:00,S1003,4.55,0.61,8.36,False
2023-01-08 13:00:00,S1003,4.64,0.57,10.93,False
2023-01-08 13:15:00,S1003,4.83,0.63,11.18,False
2023-01-08 13:30:00,S1003,4.45,0.46,10.79,False
2023-01-08 13:45:00,S1003,4.3,0.45,8.74,False
2023-01-08 14:00:00,S1003,4.6,0.5,10.55,False
2023-01-08 14:15:00,S1003,4.34,0.72,10.32,False
2023-01-08 14:30:00,S1003,5.02,0.43,10.98,False
2023-01-08 14:45:00,S1003,4.23,0.28,9.73,False
2023-01-08 15:00:00,S1003,4.62,0.35,8.91,False
2023-01-08 15:15:00,S1003,4.43,0.5,8.54,False
2023-01-08 15:30:00,S1003,4.57,0.51,9.05,False
2023-01-08 15:45:00,S1003,4.65,0.67,8.22,False
2023-01-08 16:00:00,S1003,4.32,0.54,11.17,False
2023-01-08 16:15:00,S1003,4.4,0.62,9.54,False
2023-01-08 16:30:00,S1003,4.66,0.5,10.77,False
2023-01-08 16:45:00,S1003,4.53,0.56,10.94,False
2023-01-08 17:00:00,S1003,4.4,0.68,8.83,False
2023-01-08 17:15:00,S1003,4.42,0.52,9.65,False
2023-01-08 17:30:00,S1003,4.46,0.44,9.24,False
2023-01-08 17:45:00,S1003,4.38,0.49,10.46,False
2023-01-08 18:00:00,S1003,4.81,0.37,9.78,False
2023-01-08 18:15:00,S1003,4.43,0.33,10.33,False
2023-01-08 18:30:00,S1003,4.73,0.53,8.3,False
2023-01-08 18:45:00,S1003,4.45,0.42,11.29,False
2023-01-08 19:00:00,S1003,4.22,0.67,9.62,False
2023-01-08 19:15:00,S1003,4.27,0.59,9.29,False
2023-01-08 19:30:00,S1003,4.07,0.62,9.18,False
2023-01-08 19:45:00,S1003,4.31,0.4,10.37,False
2023-01-08 20:00:00,S1003,4.43,0.41,10.95,False
2023-01-08 20:15:00,S1003,4.43,0.47,11.13,False
2023-01-08 20:30:00,S1003,4.4,0.74,10.73,False
2023-01-08 20:45:00,S1003,4.41,0.46,10.87,False
2023-01-08 21:00:00,S1003,4.45,0.43,10.94,False
2023-01-08 21:15:00,S1003,4.55,0.59,10.07,False
2023-01-08 21:30:00,S1003,4.76,0.47,10.43,False
2023-01-08 21:45:00,S1003,4.51,0.53,10.88,False
2023-01-08 22:00:00,S1003,4.1,0.63,12.34,False
2023-01-08 22:15:00,S1003,4.57,0.42,9.84,False
2023-01-08 22:30:00,S1003,4.51,0.42,9.66,False
2023-01-08 22:45:00,S1003,4.87,0.49,9.11,False
2023-01-08 23:00:00,S1003,4.52,0.52,9.01,False
2023-01-08 23:15:00,S1003,4.57,0.6,8.54,False
2023-01-08 23:30:00,S1003,4.05,0.47,11.24,False
2023-01-08 23:45:00,S1003,4.4,0.47,9.62,False
2023-01-09 00:00:00,S1003,4.14,0.37,8.71,False
2023-01-09 00:15:00,S1003,4.32,0.53,11.01,False
2023-01-09 00:30:00,S1003,4.93,0.64,10.82,False
2023-01-09 00:45:00,S1003,4.48,0.4,8.85,False
2023-01-09 01:00:00,S1003,4.37,0.47,10.4,False
2023-01-09 01:15:00,S1003,4.87,0.4,8.32,False
2023-01-09 01:30:00,S1003,4.66,0.33,9.47,False
2023-01-09 01:45:00,S1003,4.46,0.48,10.14,False
2023-01-09 02:00:00,S1003,4.54,0.67,11.59,False
2023-01-09 02:15:00,S1003,4.66,0.41,10.41,False
2023-01-09 02:30:00,S1003,4.27,0.61,10.91,False
2023-01-09 02:45:00,S1003,4.67,0.51,11.19,False
2023-01-09 03:00:00,S1003,4.22,0.47,10.19,False
2023-01-09 03:15:00,S1003,4.61,0.54,10.38,False
2023-01-09 03:30:00,S1003,4.46,0.36,10.34,False
2023-01-09 03:45:00,S1003,4.54,0.6,12.09,False
2023-01-09 04:00:00,S1003,4.61,0.66,10.15,False
2023-01-09 04:15:00,S1003,4.79,0.43,11.07,False
2023-01-09 04:30:00,S1003,4.81,0.42,11.12,False
2023-01-09 04:45:00,S1003,4.56,0.54,9.23,False
2023-01-09 05:00:00,S1003,4.46,0.4,8.98,False
2023-01-09 05:15:00,S1003,4.2,0.48,9.74,False
2023-01-09 05:30:00,S1003,4.7,0.53,10.44,False
2023-01-09 05:45:00,S1003,4.7,0.47,11.83,False
2023-01-09 06:00:00,S1003,4.15,0.53,9.53,False
2023-01-09 06:15:00,S1003,4.3,0.4,8.87,False
2023-01-09 06:30:00,S1003,4.61,0.46,10.49,False
2023-01-09 06:45:00,S1003,4.64,0.39,9.5,False
2023-01-09 07:00:00,S1003,4.79,0.45,9.45,False
2023-01-09 07:15:00,S1003,4.41,0.59,10.25,False
2023-01-09 07:30:00,S1003,4.29,0.45,8.96,False
2023-01-09 07:45:00,S1003,4.54,0.57,10.13,False
2023-01-09 08:00:00,S1003,4.54,0.47,11.83,False
2023-01-09 08:15:00,S1003,4.46,0.49,10.4,False
2023-01-09 08:30:00,S1003,4.61,0.69,9.4,False
2023-01-09 08:45:00,S1003,4.54,0.53,9.89,False
2023-01-09 09:00:00,S1003,4.38,0.48,10.92,False
2023-01-09 09:15:00,S1003,4.79,0.35,9.54,False
2023-01-09 09:30:00,S1003,4.57,0.49,8.67,False
2023-01-09 09:45:00,S1003,4.49,0.57,8.97,False
2023-01-09 10:00:00,S1003,4.51,0.46,10.68,False
2023-01-09 10:15:00,S1003,4.39,0.71,10.27,False
2023-01-09 10:30:00,S1003,4.38,0.38,9.26,False
2023-01-09 10:45:00,S1003,4.75,0.31,10.28,False
2023-01-09 11:00:00,S1003,4.66,0.53,10.83,False
2023-01-09 11:15:00,S1003,4.54,0.42,10.85,False
2023-01-09 11:30:00,S1003,4.41,0.53,10.5,False
2023-01-09 11:45:00,S1003,4.47,0.44,8.78,False
2023-01-09 12:00:00,S1003,4.09,0.63,11.28,False
2023-01-09 12:15:00,S1003,4.37,0.63,10.72,False
2023-01-09 12:30:00,S1003,4.57,0.46,9.2,False
2023-01-09 12:45:00,S1003,4.44,0.43,10.86,False
2023-01-09 13:00:00,S1003,4.57,0.56,9.52,False
2023-01-09 13:15:00,S1003,4.43,0.5,8.08,False
2023-01-09 13:30:00,S1003,4.68,0.49,9.96,False
2023-01-09 13:45:00,S1003,4.06,0.41,10.4,False
2023-01-09 14:00:00,S1003,4.62,0.55,9.95,False
2023-01-09 14:15:00,S1003,4.44,0.47,10.78,False
2023-01-09 14:30:00,S1003,4.52,0.51,10.17,False
2023-01-09 14:45:00,S1003,4.56,0.6,9.28,False
2023-01-09 15:00:00,S1003,4.72,0.67,11.22,False
2023-01-09 15:15:00,S1003,4.58,0.49,11.39,False
2023-01-09 15:30:00,S1003,4.64,0.5,10.34,False
2023-01-09 15:45:00,S1003,4.47,0.44,11.08,False
2023-01-09 16:00:00,S1003,4.17,0.49,10.53,False
2023-01-09 16:15:00,S1003,4.1,0.4,7.86,False
2023-01-09 16:30:00,S1003,4.36,0.57,11.72,False
2023-01-09 16:45:00,S1003,4.63,0.65,8.51,False
2023-01-09 17:00:00,S1003,4.44,0.51,9.86,False
2023-01-09 17:15:00,S1003,4.61,0.43,8.51,False
2023-01-09 17:30:00,S1003,4.49,0.77,9.15,False
2023-01-09 17:45:00,S1003,4.38,0.68,13.0,False
2023-01-09 18:00:00,S1003,4.35,0.54,10.85,False
2023-01-09 18:15:00,S1003,4.41,0.44,9.89,False
2023-01-09 18:30:00,S1003,4.68,0.55,10.46,False
2023-01-09 18:45:00,S1003,4.67,0.5,8.99,False
2023-01-09 19:00:00,S1003,4.33,0.52,9.22,False
2023-01-09 19:15:00,S1003,4.71,0.46,9.13,False
2023-01-09 19:30:00,S1003,4.3,0.49,10.15,False
2023-01-09 19:45:00,S1003,4.48,0.39,11.84,False
2023-01-09 20:00:00,S1003,4.26,0.51,10.4,False
2023-01-09 20:15:00,S1003,4.66,0.69,9.6,False
2023-01-09 20:30:00,S1003,4.45,0.54,9.78,False
2023-01-09 20:45:00,S1003,4.61,0.52,11.2,False
2023-01-09 21:00:00,S1003,4.42,0.54,9.87,False
2023-01-09 21:15:00,S1003,4.55,0.54,9.88,False
2023-01-09 21:30:00,S1003,4.39,0.4,9.89,False
2023-01-09 21:45:00,S1003,4.83,0.48,10.49,False
2023-01-09 22:00:00,S1003,4.3,0.4,10.21,False
2023-01-09 22:15:00,S1003,4.62,0.37,10.02,False
2023-01-09 22:30:00,S1003,4.75,0.58,10.14,False
2023-01-09 22:45:00,S1003,4.68,0.51,9.7,False
2023-01-09 23:00:00,S1003,4.78,0.42,11.53,False
2023-01-09 23:15:00,S1003,4.44,0.49,10.08,False
2023-01-09 23:30:00,S1003,4.79,0.46,8.77,False
2023-01-09 23:45:00,S1003,4.41,0.48,9.42,False
2023-01-10 00:00:00,S1003,4.76,0.32,9.6,False
2023-01-10 00:15:00,S1003,4.44,0.63,10.17,False
2023-01-10 00:30:00,S1003,4.49,0.58,10.28,False
2023-01-10 00:45:00,S1003,4.68,0.6,11.42,False
2023-01-10 01:00:00,S1003,4.33,0.47,8.92,False
2023-01-10 01:15:00,S1003,4.6,0.39,9.99,False
2023-01-10 01:30:00,S1003,4.17,0.43,10.73,False
2023-01-10 01:45:00,S1003,4.4,0.44,10.09,False
2023-01-10 02:00:00,S1003,4.32,0.48,9.36,False
2023-01-10 02:15:00,S1003,4.43,0.44,10.34,False
2023-01-10 02:30:00,S1003,4.5,0.59,8.75,False
2023-01-10 02:45:00,S1003,4.61,0.48,7.75,False
2023-01-10 03:00:00,S1003,4.32,0.49,10.58,False
2023-01-10 03:15:00,S1003,4.2,0.33,9.86,False
2023-01-10 03:30:00,S1003,4.66,0.36,9.55,False
2023-01-10 03:45:00,S1003,4.5,0.46,10.28,False
2023-01-10 04:00:00,S1003,4.49,0.56,8.92,False
2023-01-10 04:15:00,S1003,4.46,0.55,10.02,False
2023-01-10 04:30:00,S1003,4.33,0.59,8.07,False
2023-01-10 04:45:00,S1003,4.27,0.5,8.0,False
2023-01-10 05:00:00,S1003,4.2,0.58,10.87,False
2023-01-10 05:15:00,S1003,4.7,0.57,8.95,False
2023-01-10 05:30:00,S1003,4.69,0.61,10.96,False
2023-01-10 05:45:00,S1003,4.7,0.51,10.89,False
2023-01-10 06:00:00,S1003,4.37,0.64,9.74,False
2023-01-10 06:15:00,S1003,5.02,0.45,10.51,False
2023-01-10 06:30:00,S1003,4.61,0.56,8.72,False
2023-01-10 06:45:00,S1003,4.53,0.39,9.14,False
2023-01-10 07:00:00,S1003,4.75,0.58,9.46,False
2023-01-10 07:15:00,S1003,4.42,0.33,10.12,False
2023-01-10 07:30:00,S1003,4.36,0.38,10.74,False
2023-01-10 07:45:00,S1003,4.41,0.75,9.91,False
2023-01-10 08:00:00,S1003,4.46,0.45,10.09,False
2023-01-10 08:15:00,S1003,4.36,0.58,8.2,False
2023-01-10 08:30:00,S1003,4.92,0.55,10.4,False
2023-01-10 08:45:00,S1003,4.68,0.55,9.77,False
2023-01-10 09:00:00,S1003,4.49,0.41,10.01,False
2023-01-10 09:15:00,S1003,4.25,0.3,10.33,False
2023-01-10 09:30:00,S1003,4.38,0.4,10.63,False
2023-01-10 09:45:00,S1003,4.39,0.57,11.12,False
2023-01-10 10:00:00,S1003,4.29,0.42,9.34,False
2023-01-10 10:15:00,S1003,4.25,0.45,11.25,False
2023-01-10 10:30:00,S1003,4.6,0.57,9.48,False
2023-01-10 10:45:00,S1003,4.45,0.58,8.94,False
2023-01-10 11:00:00,S1003,4.65,0.48,11.11,False
2023-01-10 11:15:00,S1003,4.93,0.5,9.86,False
2023-01-10 11:30:00,S1003,4.33,0.56,11.24,False
2023-01-10 11:45:00,S1003,4.64,0.5,8.33,False
2023-01-10 12:00:00,S1003,4.47,0.63,9.23,False
2023-01-10 12:15:00,S1003,4.63,0.45,11.14,False
2023-01-10 12:30:00,S1003,4.35,0.59,8.82,False
2023-01-10 12:45:00,S1003,4.51,0.53,10.11,False
2023-01-10 13:00:00,S1003,4.53,0.38,9.93,False
2023-01-10 13:15:00,S1003,4.44,0.27,10.11,False
2023-01-10 13:30:00,S1003,4.82,0.6,11.44,False
2023-01-10 13:45:00,S1003,4.66,0.39,8.75,False
2023-01-10 14:00:00,S1003,4.84,0.46,7.99,False
2023-01-10 14:15:00,S1003,4.74,0.52,11.19,False
2023-01-10 14:30:00,S1003,4.69,0.61,9.5,False
2023-01-10 14:45:00,S1003,4.66,0.39,10.02,False
2023-01-10 15:00:00,S1003,4.52,0.38,9.28,False
2023-01-10 15:15:00,S1003,4.56,0.44,8.78,False
2023-01-10 15:30:00,S1003,4.43,0.68,10.06,False
2023-01-10 15:45:00,S1003,4.51,0.68,9.38,False
2023-01-10 16:00:00,S1003,4.35,0.44,10.19,False
2023-01-10 16:15:00,S1003,4.5,0.54,10.64,False
2023-01-10 16:30:00,S1003,4.76,0.49,11.07,False
2023-01-10 16:45:00,S1003,4.65,0.38,11.04,False
2023-01-10 17:00:00,S1003,4.41,0.44,11.42,False
2023-01-10 17:15:00,S1003,4.72,0.52,10.28,False
2023-01-10 17:30:00,S1003,4.62,0.51,11.64,False
2023-01-10 17:45:00,S1003,4.29,0.47,11.68,False
2023-01-10 18:00:00,S1003,4.71,0.37,10.39,False
2023-01-10 18:15:00,S1003,4.18,0.4,9.48,False
2023-01-10 18:30:00,S1003,4.64,0.39,10.72,False
2023-01-10 18:45:00,S1003,4.45,0.49,10.39,False
2023-01-10 19:00:00,S1003,4.32,0.52,11.43,False
2023-01-10 19:15:00,S1003,4.25,0.28,9.79,False
2023-01-10 19:30:00,S1003,4.49,0.65,9.33,False
2023-01-10 19:45:00,S1003,4.47,0.71,10.2,False
2023-01-10 20:00:00,S1003,4.68,0.57,9.66,False
2023-01-10 20:15:00,S1003,4.58,0.55,9.91,False
2023-01-10 20:30:00,S1003,4.75,0.56,9.17,False
2023-01-10 20:45:00,S1003,4.08,0.49,10.49,False
2023-01-10 21:00:00,S1003,4.69,0.49,10.45,False
2023-01-10 21:15:00,S1003,4.66,0.51,7.85,False
2023-01-10 21:30:00,S1003,4.32,0.5,10.0,False
2023-01-10 21:45:00,S1003,4.77,0.61,8.52,False
2023-01-10 22:00:00,S1003,4.17,0.66,11.1,False
2023-01-10 22:15:00,S1003,4.42,0.35,9.91,False
2023-01-10 22:30:00,S1003,4.34,0.45,10.68,False
2023-01-10 22:45:00,S1003,4.47,0.42,11.14,False
2023-01-10 23:00:00,S1003,4.39,0.53,8.72,False
2023-01-10 23:15:00,S1003,4.53,0.48,11.15,False
2023-01-10 23:30:00,S1003,4.55,0.57,8.79,False
2023-01-10 23:45:00,S1003,4.6,0.31,8.56,False
2023-01-05 00:00:00,S1004,4.41,0.39,10.74,False
2023-01-05 00:15:00,S1004,4.58,0.59,8.61,False
2023-01-05 00:30:00,S1004,4.76,0.7,12.02,False
2023-01-05 00:45:00,S1004,4.41,0.51,10.9,False
2023-01-05 01:00:00,S1004,4.59,0.69,9.27,False
2023-01-05 01:15:00,S1004,4.32,0.77,9.74,False
2023-01-05 01:30:00,S1004,4.46,0.75,9.15,False
2023-01-05 01:45:00,S1004,4.68,0.56,9.06,False
2023-01-05 02:00:00,S1004,4.47,0.64,10.34,False
2023-01-05 02:15:00,S1004,4.4,0.35,8.9,False
2023-01-05 02:30:00,S1004,4.47,0.45,9.78,False
2023-01-05 02:45:00,S1004,4.69,0.51,10.36,False
2023-01-05 03:00:00,S1004,4.72,0.6,10.83,False
2023-01-05 03:15:00,S1004,4.34,0.61,9.73,False
2023-01-05 03:30:00,S1004,4.71,0.46,10.28,False
2023-01-05 03:45:00,S1004,4.08,0.5,9.69,False
2023-01-05 04:00:00,S1004,4.18,0.51,10.89,False
2023-01-05 04:15:00,S1004,4.44,0.56,10.6,False
2023-01-05 04:30:00,S1004,4.17,0.63,10.03,False
2023-01-05 04:45:00,S1004,4.68,0.57,9.13,False
2023-01-05 05:00:00,S1004,4.4,0.45,9.72,False
2023-01-05 05:15:00,S1004,4.57,0.62,10.32,False
2023-01-05 05:30:00,S1004,4.25,0.6,8.76,False
2023-01-05 05:45:00,S1004,4.33,0.46,10.82,False
2023-01-05 06:00:00,S1004,4.19,0.44,11.01,False
2023-01-05 06:15:00,S1004,4.55,0.6,10.74,False
2023-01-05 06:30:00,S1004,4.25,0.4,8.92,False
2023-01-05 06:45:00,S1004,4.58,0.51,8.65,False
2023-01-05 07:00:00,S1004,4.73,0.27,9.4,False
2023-01-05 07:15:00,S1004,4.12,0.44,10.27,False
2023-01-05 07:30:00,S1004,4.73,0.27,9.47,False
2023-01-05 07:45:00,S1004,4.45,0.41,10.98,False
2023-01-05 08:00:00,S1004,4.3,0.64,9.13,False
2023-01-05 08:15:00,S1004,4.81,0.38,9.79,False
2023-01-05 08:30:00,S1004,4.42,0.58,10.58,False
2023-01-05 08:45:00,S1004,4.77,0.43,8.78,False
2023-01-05 09:00:00,S1004,4.63,0.37,11.04,False
2023-01-05 09:15:00,S1004,4.66,0.38,8.3,False
2023-01-05 09:30:00,S1004,4.83,0.54,9.96,False
2023-01-05 09:45:00,S1004,4.45,0.65,9.29,False
2023-01-05 10:00:00,S1004,4.66,0.51,9.87,False
2023-01-05 10:15:00,S1004,4.67,0.56,9.47,False
2023-01-05 10:30:00,S1004,4.34,0.32,10.62,False
2023-01-05 10:45:00,S1004,4.76,0.53,10.85,False
2023-01-05 11:00:00,S1004,3.99,0.38,10.14,False
2023-01-05 11:15:00,S1004,4.58,0.47,10.88,False
2023-01-05 11:30:00,S1004,4.53,0.43,11.42,False
2023-01-05 11:45:00,S1004,4.34,0.41,9.58,False
2023-01-05 12:00:00,S1004,4.3,0.54,11.93,False
2023-01-05 12:15:00,S1004,4.43,0.48,11.62,False
2023-01-05 12:30:00,S1004,4.56,0.58,9.85,False
2023-01-05 12:45:00,S1004,4.73,0.53,10.47,False
2023-01-05 13:00:00,S1004,4.35,0.4,9.67,False
2023-01-05 13:15:00,S1004,4.61,0.62,10.95,False
2023-01-05 13:30:00,S1004,4.52,0.67,9.77,False
2023-01-05 13:45:00,S1004,4.48,0.58,8.48,False
2023-01-05 14:00:00,S1004,4.2,0.46,8.66,False
2023-01-05 14:15:00,S1004,4.58,0.48,10.57,False
2023-01-05 14:30:00,S1004,4.57,0.53,9.81,False
2023-01-05 14:45:00,S1004,4.68,0.31,11.78,False
2023-01-05 15:00:00,S1004,4.78,0.58,10.11,False
2023-01-05 15:15:00,S1004,4.41,0.39,9.62,False
2023-01-05 15:30:00,S1004,4.49,0.55,8.23,False
2023-01-05 15:45:00,S1004,4.7,0.56,7.12,False
2023-01-05 16:00:00,S1004,4.38,0.57,10.18,False
2023-01-05 16:15:00,S1004,4.5,0.57,10.51,False
2023-01-05 16:30:00,S1004,4.3,0.44,9.01,False
2023-01-05 16:45:00,S1004,4.44,0.57,12.7,False
2023-01-05 17:00:00,S1004,4.38,0.48,9.53,False
2023-01-05 17:15:00,S1004,4.64,0.39,10.43,False
2023-01-05 17:30:00,S1004,4.39,0.46,10.72,False
2023-01-05 17:45:00,S1004,4.52,0.55,10.99,False
2023-01-05 18:00:00,S1004,4.62,0.41,9.41,False
2023-01-05 18:15:00,S1004,4.57,0.51,10.14,False
2023-01-05 18:30:00,S1004,4.53,0.59,8.79,False
2023-01-05 18:45:00,S1004,4.24,0.62,11.13,False
2023-01-05 19:00:00,S1004,4.39,0.51,10.9,False
2023-01-05 19:15:00,S1004,4.48,0.42,9.03,False
2023-01-05 19:30:00,S1004,4.66,0.73,8.72,False
2023-01-05 19:45:00,S1004,4.17,0.44,9.06,False
2023-01-05 20:00:00,S1004,4.48,0.71,9.09,False
2023-01-05 20:15:00,S1004,4.36,0.35,9.66,False
2023-01-05 20:30:00,S1004,4.77,0.66,9.89,False
2023-01-05 20:45:00,S1004,4.72,0.56,9.47,False
2023-01-05 21:00:00,S1004,4.17,0.5,8.94,False
2023-01-05 21:15:00,S1004,4.66,0.51,10.43,False
2023-01-05 21:30:00,S1004,4.36,0.42,10.31,False
2023-01-05 21:45:00,S1004,4.24,0.68,11.54,False
2023-01-05 22:00:00,S1004,4.71,0.51,9.25,False
2023-01-05 22:15:00,S1004,4.64,0.37,10.25,False
2023-01-05 22:30:00,S1004,4.95,0.48,10.22,False
2023-01-05 22:45:00,S1004,4.37,0.43,9.45,False
2023-01-05 23:00:00,S1004,4.75,0.47,9.34,False
